Job_name,Job_description,Posting_date,Experience,Location,Company_name,Job_application_link,Type
Senior IT Systems Engineer 33,"A Day in Your Life at MKS: As a Senior Systems Engineer (Cloud + Network) at MKS, you will partner with IT Engineering, IT Architecture and Business to develop and support IT solutions. In this role, you will report to the cloud engineering and operations manager. The preferred candidate will be located in, or able to work within, the Eastern Daylight Time (EDT) zone. This role is critical to the success of our cloud initiatives, ensuring the stability, scalability, and security of our infrastructure. You will play a key part in shaping our architectural direction, while also leading and mentoring team members to drive excellence across projects. You Will Make an Impact By: Define system requirements and design robust, scalable architectures. Assess and modernize legacy designs with a focus on Business Continuity and Disaster Recovery. Design, implement, and maintain secure and scalable Cloud Landing Zones in AWS and Azure. Develop and manage Infrastructure as Code (IaC) using Terrafor",06_05_2026,Not specified,New Mexico,MKS Inc,,onsite
